spot_source_id,fut_source_id,symbol,ask_spot,bid_futures,spread_pct,ts,s_b1,s_b2,s_b3,s_b4,s_b5,s_b6,s_b7,s_b8,s_b9,s_b10,s_bq1,s_bq2,s_bq3,s_bq4,s_bq5,s_bq6,s_bq7,s_bq8,s_bq9,s_bq10,s_a1,s_a2,s_a3,s_a4,s_a5,s_a6,s_a7,s_a8,s_a9,s_a10,s_aq1,s_aq2,s_aq3,s_aq4,s_aq5,s_aq6,s_aq7,s_aq8,s_aq9,s_aq10,f_b1,f_b2,f_b3,f_b4,f_b5,f_b6,f_b7,f_b8,f_b9,f_b10,f_bq1,f_bq2,f_bq3,f_bq4,f_bq5,f_bq6,f_bq7,f_bq8,f_bq9,f_bq10,f_a1,f_a2,f_a3,f_a4,f_a5,f_a6,f_a7,f_a8,f_a9,f_a10,f_aq1,f_aq2,f_aq3,f_aq4,f_aq5,f_aq6,f_aq7,f_aq8,f_aq9,f_aq10,fr_r,fr_ft,ob_imbalance_spot,ob_imbalance_fut,ob_vol_spot,ob_vol_fut,ob_skew_spot,ob_skew_fut,bid_wall_spot,ask_wall_fut,spread_l2,spread_l5,ba_spread_spot,ba_spread_fut,fr_r_abs,mins_to_funding,funding_urgency,fr_favorable,spread_mean_5m,spread_mean_15m,spread_std_5m,spread_vel_5m
6,3,VANRYUSDT,0.00552,0.00595,7.7899,1774127306524,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.00552,8661,0.005521,18559,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,97754,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,-0.430496,0.332203,556403,201935,-0.383073,-0.479872,0,0,190.336,7.7146,-1e-06,-1e-06,5e-05,171.558,1.69882e-09,0,7.77386,7.77386,0.00792859,0.00300429
6,3,VANRYUSDT,0.005521,0.00595,7.7703,1774127306841,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.00552,8661,0.005521,18559,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,97754,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,-0.430496,0.332203,556403,201935,-0.383073,-0.479872,0,0,190.336,7.7146,-1e-06,-1e-06,5e-05,171.553,1.69893e-09,0,7.77357,7.77357,0.00762929,0
6,3,VANRYUSDT,0.005521,0.00595,7.7703,1774127307171,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.005521,18559,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,97754,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00553,115354,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,0.143526,0.332203,574003,201935,-0.702176,-0.479872,0,0,35.4922,7.69509,-2e-06,-1e-06,5e-05,171.547,1.69904e-09,0,7.77332,7.77332,0.00736046,0
6,3,VANRYUSDT,0.005521,0.00595,7.7703,1774127307502,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.005521,18559,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,97754,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00553,115354,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,0.143526,0.332203,574003,201935,-0.702176,-0.479872,0,0,35.4922,7.69509,-2e-06,-1e-06,5e-05,171.542,1.69915e-09,0,7.7731,7.7731,0.00711748,0
6,3,VANRYUSDT,0.005521,0.00595,7.7703,1774127307825,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.005521,18559,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,97754,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00553,115354,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,0.143526,0.332203,574003,201935,-0.702176,-0.479872,0,0,35.4922,7.69509,-2e-06,-1e-06,5e-05,171.536,1.69925e-09,0,7.77291,7.77291,0.00689657,0
6,3,VANRYUSDT,0.00552,0.00595,7.7899,1774127308199,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.00552,8661,0.005521,17667,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,97754,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,-0.430496,0.332203,556403,201935,-0.383073,-0.479872,0,0,190.336,7.7146,-1e-06,-1e-06,5e-05,171.53,1.69938e-09,0,7.77398,7.77398,0.00790101,0.00239054
6,3,VANRYUSDT,0.00552,0.00595,7.7899,1774127308514,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.00552,8661,0.005521,17667,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,97754,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,-0.430496,0.332203,556403,201935,-0.383073,-0.479872,0,0,190.336,7.7146,-1e-06,-1e-06,5e-05,171.525,1.69948e-09,0,7.77491,7.77491,0.00856985,0.00230209
6,3,VANRYUSDT,0.00552,0.00595,7.7899,1774127308819,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.00552,8661,0.005521,17667,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,97754,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,-0.430496,0.332203,556403,201935,-0.383073,-0.479872,0,0,190.336,7.7146,-1e-06,-1e-06,5e-05,171.52,1.69958e-09,0,7.77574,7.77574,0.00903342,0.00222247
6,3,VANRYUSDT,0.005521,0.00595,7.7703,1774127309120,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.00552,8661,0.005521,17667,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,97754,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,-0.430496,0.332203,556403,201935,-0.383073,-0.479872,0,0,190.336,7.7146,-1e-06,-1e-06,5e-05,171.515,1.69968e-09,0,7.77546,7.77546,0.00886731,0
6,3,VANRYUSDT,0.00552,0.00595,7.7899,1774127309421,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.00552,8661,0.005521,17667,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,86154,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,-0.389214,0.332203,544803,201935,-0.412522,-0.479872,0,0,190.336,7.7146,-1e-06,-1e-06,5e-05,171.51,1.69978e-09,0,7.77618,7.77618,0.00921518,0.00208046
6,3,VANRYUSDT,0.00552,0.00595,7.7899,1774127309723,0.005519,10901,0.005518,17443,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.00552,8661,0.005521,17667,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,80134,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,-0.36534,0.332203,538783,201935,-0.428304,-0.479872,0,0,190.336,7.7146,-1e-06,-1e-06,5e-05,171.505,1.69988e-09,0,7.77683,7.77683,0.0094677,0.00201584
6,3,VANRYUSDT,0.00552,0.00595,7.7899,1774127310029,0.005519,6251,0.005518,5843,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.005521,21160,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,80134,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00553,115354,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,3157,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,0.143526,0.332203,574003,201935,-0.702176,-0.479872,0,0,18.8374,7.69509,-2e-06,-1e-06,5e-05,171.5,1.69998e-09,0,7.77743,7.77743,0.00965037,0.00195433
6,3,VANRYUSDT,0.00552,0.00595,7.7899,1774127310330,0.005519,6251,0.005518,5843,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.00552,8661,0.005521,21160,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,80134,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,-0.36534,0.332203,538783,201935,-0.428304,-0.479872,0,0,190.336,7.7146,-1e-06,-1e-06,5e-05,171.494,1.70008e-09,0,7.77797,7.77797,0.00978061,0.00189739
6,3,VANRYUSDT,0.00552,0.00595,7.7899,1774127310630,0.005519,6251,0.005518,5843,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.005521,21160,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,80134,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00553,115354,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,0.143526,0.332203,574003,201935,-0.702176,-0.479872,0,0,18.8374,7.69509,-2e-06,-1e-06,5e-05,171.489,1.70018e-09,0,7.77847,7.77847,0.00987076,0.00184384
6,3,VANRYUSDT,0.005521,0.00595,7.7703,1774127310932,0.005519,6251,0.005518,5843,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.005521,21158,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,80134,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00553,115354,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,0.143526,0.332203,574003,201935,-0.702176,-0.479872,0,0,18.8487,7.69509,-2e-06,-1e-06,5e-05,171.484,1.70028e-09,0,7.77814,7.77814,0.0098,0
6,3,VANRYUSDT,0.005521,0.00595,7.7703,1774127311232,0.005519,6251,0.005518,5843,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.005521,21158,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,80134,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00553,115354,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,0.143526,0.332203,574003,201935,-0.702176,-0.479872,0,0,18.8487,7.69509,-2e-06,-1e-06,5e-05,171.479,1.70038e-09,0,7.77784,7.77784,0.00972432,0
6,3,VANRYUSDT,0.005521,0.00595,7.7703,1774127311534,0.005519,6251,0.005518,5843,0.005517,17620,0.005516,15146,0.005515,27416,0.005514,27272,0.005513,21600,0.005512,37417,0.005511,21600,0.00551,21600,0.005521,21158,0.005522,227675,0.005523,11600,0.005524,66915,0.005525,80134,0.005526,25004,0.005527,11600,0.005528,124518,0.005529,168038,0.00553,115354,0.00595,25146,0.005949,14842,0.005948,1682,0.005947,12412,0.005946,9441,0.005945,16818,0.005944,18163,0.005943,29060,0.005942,18163,0.005941,34065,0.005951,25296,0.005952,2611,0.005953,1681,0.005954,17535,0.005955,33491,0.005956,9239,0.005957,8296,0.005958,34420,0.005959,8298,0.00596,25413,5e-05,1774137600000,0.143526,0.332203,574003,201935,-0.702176,-0.479872,0,0,18.8487,7.69509,-2e-06,-1e-06,5e-05,171.474,1.70048e-09,0,7.77756,7.77756,0.00964522,0
