spot_exch,fut_exch,symbol,ask_spot,bid_futures,spread_pct,ts,fr,fr_next,fr_time,s_b1,s_b2,s_b3,s_b4,s_b5,s_b6,s_b7,s_b8,s_b9,s_b10,s_bq1,s_bq2,s_bq3,s_bq4,s_bq5,s_bq6,s_bq7,s_bq8,s_bq9,s_bq10,s_a1,s_a2,s_a3,s_a4,s_a5,s_a6,s_a7,s_a8,s_a9,s_a10,s_aq1,s_aq2,s_aq3,s_aq4,s_aq5,s_aq6,s_aq7,s_aq8,s_aq9,s_aq10,f_b1,f_b2,f_b3,f_b4,f_b5,f_b6,f_b7,f_b8,f_b9,f_b10,f_bq1,f_bq2,f_bq3,f_bq4,f_bq5,f_bq6,f_bq7,f_bq8,f_bq9,f_bq10,f_a1,f_a2,f_a3,f_a4,f_a5,f_a6,f_a7,f_a8,f_a9,f_a10,f_aq1,f_aq2,f_aq3,f_aq4,f_aq5,f_aq6,f_aq7,f_aq8,f_aq9,f_aq10
binance,gate,FUNUSDT,0.00145700,0.03215,2106.5889,1774095933000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binance,gate,FUNUSDT,0.00145500,0.03215,2109.622,1774095933443,,,,0.00145500,37666.00000000,0.00145400,1500430.00000000,0.00145300,322184.00000000,0.00145200,1052574.00000000,0.00145100,514343.00000000,0.00145000,588733.00000000,0.00144900,720290.00000000,0.00144800,606650.00000000,0.00144700,258999.00000000,0.00144600,537646.00000000,0.00145800,226540.00000000,0.00145900,247681.00000000,0.00146000,564410.00000000,0.00146100,74330.00000000,0.00146200,2131025.00000000,0.00146300,524625.00000000,0.00146400,101369.00000000,0.00146500,14339.00000000,0.00146600,16327.00000000,0.00146700,191030.00000000,0.03215,15,0.03214,90,0.03212,70,0.03211,89,0.03209,14,0.03208,90,0.03202,25,0.03201,75,0.032,14,0.03199,10,0.03223,14,0.03224,58,0.03225,89,0.03226,70,0.03227,14,0.03228,89,0.0323,15,0.03231,75,0.03232,14,0.03234,89
binance,gate,FUNUSDT,0.00145500,0.03215,2109.622,1774095933743,,,,0.00145300,79797.00000000,0.00145200,759919.00000000,0.00145100,700589.00000000,0.00145000,1034382.00000000,0.00144900,733667.00000000,0.00144800,1051534.00000000,0.00144700,67181.00000000,0.00144600,79797.00000000,0.00144500,1498349.00000000,0.00144400,3232332.00000000,0.00145500,11691.00000000,0.00145600,21689.00000000,0.00145700,79797.00000000,0.00145800,248294.00000000,0.00145900,1631666.00000000,0.00146000,1013953.00000000,0.00146100,519214.00000000,0.00146200,585737.00000000,0.00146300,466517.00000000,0.00146400,101369.00000000,0.03215,15,0.03214,90,0.03212,15,0.03211,89,0.0321,55,0.03209,14,0.03208,90,0.03202,25,0.03201,75,0.032,14,0.03221,14,0.03222,75,0.03223,14,0.03224,84,0.03225,89,0.03227,14,0.03228,89,0.0323,15,0.03231,75,0.03232,14
binance,gate,FUNUSDT,0.00145500,0.03215,2109.622,1774095934043,,,,0.00145300,79797.00000000,0.00145200,759919.00000000,0.00145100,700589.00000000,0.00145000,1253382.00000000,0.00144900,733667.00000000,0.00144800,1051534.00000000,0.00144700,67181.00000000,0.00144600,530113.00000000,0.00144500,1048806.00000000,0.00144400,3232332.00000000,0.00145500,11691.00000000,0.00145600,21689.00000000,0.00145700,79797.00000000,0.00145800,248294.00000000,0.00145900,1631666.00000000,0.00146000,1527398.00000000,0.00146100,519214.00000000,0.00146200,72292.00000000,0.00146300,466517.00000000,0.00146400,101369.00000000,0.03215,15,0.03214,90,0.03212,15,0.03211,89,0.0321,55,0.03209,14,0.03208,90,0.03202,25,0.03201,75,0.032,14,0.03221,14,0.03222,75,0.03223,14,0.03224,84,0.03225,89,0.03227,14,0.03228,89,0.0323,15,0.03231,75,0.03232,14
binance,gate,FUNUSDT,0.00145500,0.03215,2109.622,1774095934345,,,,0.00145300,79797.00000000,0.00145200,759919.00000000,0.00145100,1145094.00000000,0.00145000,807733.00000000,0.00144900,733667.00000000,0.00144800,1051534.00000000,0.00144700,67181.00000000,0.00144600,530113.00000000,0.00144500,1493311.00000000,0.00144400,2787448.00000000,0.00145500,11691.00000000,0.00145600,21689.00000000,0.00145700,79797.00000000,0.00145800,248294.00000000,0.00145900,1631666.00000000,0.00146000,1527398.00000000,0.00146100,519214.00000000,0.00146200,72292.00000000,0.00146300,466517.00000000,0.00146400,101369.00000000,0.03215,15,0.03214,90,0.03212,15,0.03211,89,0.0321,55,0.03209,14,0.03208,90,0.03202,25,0.03201,75,0.032,14,0.03221,14,0.03222,75,0.03223,14,0.03224,84,0.03225,89,0.03227,14,0.03228,89,0.0323,15,0.03231,75,0.03232,14
binance,gate,FUNUSDT,0.00145500,0.03215,2109.622,1774095934645,,,,0.00145300,259867.00000000,0.00145200,759919.00000000,0.00145100,1145094.00000000,0.00145000,807733.00000000,0.00144900,733667.00000000,0.00144800,1051534.00000000,0.00144700,67181.00000000,0.00144600,530113.00000000,0.00144500,1493311.00000000,0.00144400,2787448.00000000,0.00145500,11691.00000000,0.00145600,21689.00000000,0.00145700,79797.00000000,0.00145800,248294.00000000,0.00145900,1631666.00000000,0.00146000,1527398.00000000,0.00146100,519214.00000000,0.00146200,72292.00000000,0.00146300,466517.00000000,0.00146400,101369.00000000,0.03215,15,0.03214,90,0.03212,15,0.03211,89,0.0321,55,0.03209,14,0.03208,90,0.03202,25,0.03201,75,0.032,14,0.03221,14,0.03222,75,0.03223,14,0.03224,84,0.03225,89,0.03227,14,0.03228,89,0.0323,15,0.03231,75,0.03232,14
binance,gate,FUNUSDT,0.00145500,0.03215,2109.622,1774095934945,,,,0.00145300,259867.00000000,0.00145200,759919.00000000,0.00145100,1145094.00000000,0.00145000,807733.00000000,0.00144900,733667.00000000,0.00144800,1051534.00000000,0.00144700,67181.00000000,0.00144600,530113.00000000,0.00144500,1493311.00000000,0.00144400,2787448.00000000,0.00145500,11691.00000000,0.00145600,21689.00000000,0.00145700,79797.00000000,0.00145800,248294.00000000,0.00145900,1631666.00000000,0.00146000,1527398.00000000,0.00146100,519214.00000000,0.00146200,72292.00000000,0.00146300,466517.00000000,0.00146400,101369.00000000,0.03215,15,0.03214,90,0.03212,15,0.03211,89,0.0321,55,0.03209,14,0.03208,90,0.03202,25,0.03201,75,0.032,14,0.03221,14,0.03222,75,0.03223,14,0.03224,84,0.03225,89,0.03227,14,0.03228,89,0.0323,15,0.03231,75,0.03232,14
binance,gate,FUNUSDT,0.00145500,0.03215,2109.622,1774095935245,,,,0.00145300,259867.00000000,0.00145200,759919.00000000,0.00145100,1145094.00000000,0.00145000,807733.00000000,0.00144900,733667.00000000,0.00144800,1051534.00000000,0.00144700,67181.00000000,0.00144600,530113.00000000,0.00144500,1493311.00000000,0.00144400,2787448.00000000,0.00145500,11691.00000000,0.00145600,21689.00000000,0.00145700,79797.00000000,0.00145800,248294.00000000,0.00145900,1631666.00000000,0.00146000,1527398.00000000,0.00146100,519214.00000000,0.00146200,72292.00000000,0.00146300,466517.00000000,0.00146400,101369.00000000,0.03215,15,0.03214,90,0.03212,15,0.03211,89,0.0321,55,0.03209,14,0.03208,90,0.03202,25,0.03201,75,0.032,14,0.03221,14,0.03222,75,0.03223,14,0.03224,84,0.03225,89,0.03227,14,0.03228,89,0.0323,15,0.03231,75,0.03232,14
binance,gate,FUNUSDT,0.00145500,0.03215,2109.622,1774095935545,,,,0.00145300,308419.00000000,0.00145200,759919.00000000,0.00145100,1145094.00000000,0.00145000,807733.00000000,0.00144900,733667.00000000,0.00144800,1051534.00000000,0.00144700,67181.00000000,0.00144600,721997.00000000,0.00144500,1493311.00000000,0.00144400,2787448.00000000,0.00145500,11691.00000000,0.00145600,21689.00000000,0.00145700,79797.00000000,0.00145800,248294.00000000,0.00145900,1631666.00000000,0.00146000,1527398.00000000,0.00146100,519214.00000000,0.00146200,72292.00000000,0.00146300,466517.00000000,0.00146400,101369.00000000,0.03215,15,0.03214,90,0.03212,15,0.03211,89,0.0321,55,0.03209,14,0.03208,90,0.03202,25,0.03201,75,0.032,14,0.03221,14,0.03222,75,0.03223,14,0.03224,84,0.03225,89,0.03227,14,0.03228,89,0.0323,15,0.03231,75,0.03232,14
binance,gate,FUNUSDT,0.00145500,0.03215,2109.622,1774095935859,,,,0.00145300,308419.00000000,0.00145200,759919.00000000,0.00145100,1145094.00000000,0.00145000,807733.00000000,0.00144900,733667.00000000,0.00144800,1051534.00000000,0.00144700,67181.00000000,0.00144600,721997.00000000,0.00144500,1493311.00000000,0.00144400,2787448.00000000,0.00145500,11691.00000000,0.00145600,21689.00000000,0.00145700,79797.00000000,0.00145800,248294.00000000,0.00145900,1631666.00000000,0.00146000,1527398.00000000,0.00146100,519214.00000000,0.00146200,72292.00000000,0.00146300,466517.00000000,0.00146400,101369.00000000,0.03215,15,0.03214,90,0.03212,15,0.03211,89,0.0321,55,0.03209,14,0.03208,90,0.03202,25,0.03201,75,0.032,14,0.03221,14,0.03222,75,0.03223,14,0.03224,84,0.03225,89,0.03227,14,0.03228,89,0.0323,15,0.03231,75,0.03232,14
