spot_source_id,fut_source_id,symbol_id,ask_spot,bid_futures,spread_pct,ts,s_b1,s_b2,s_b3,s_b4,s_b5,s_b6,s_b7,s_b8,s_b9,s_b10,s_bq1,s_bq2,s_bq3,s_bq4,s_bq5,s_bq6,s_bq7,s_bq8,s_bq9,s_bq10,s_a1,s_a2,s_a3,s_a4,s_a5,s_a6,s_a7,s_a8,s_a9,s_a10,s_aq1,s_aq2,s_aq3,s_aq4,s_aq5,s_aq6,s_aq7,s_aq8,s_aq9,s_aq10,f_b1,f_b2,f_b3,f_b4,f_b5,f_b6,f_b7,f_b8,f_b9,f_b10,f_bq1,f_bq2,f_bq3,f_bq4,f_bq5,f_bq6,f_bq7,f_bq8,f_bq9,f_bq10,f_a1,f_a2,f_a3,f_a4,f_a5,f_a6,f_a7,f_a8,f_a9,f_a10,f_aq1,f_aq2,f_aq3,f_aq4,f_aq5,f_aq6,f_aq7,f_aq8,f_aq9,f_aq10,fr_r,fr_ft
6,1,553,0.005478,0.0058990,7.6853,1774130214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,90489,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,158916,0.0059060,22729,0.0059070,214815,0.0059080,253262,0.0059090,144728,0.00001161,1774137600000
6,1,553,0.005478,0.0058990,7.6853,1774130214838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,90489,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,158916,0.0059060,22729,0.0059070,214815,0.0059080,253262,0.0059090,144728,0.00001161,1774137600000
6,1,553,0.005478,0.0058990,7.6853,1774130215139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,90489,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,158916,0.0059060,22729,0.0059070,214815,0.0059080,253262,0.0059090,144728,0.00001161,1774137600000
6,1,553,0.005478,0.0058990,7.6853,1774130215482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,90489,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,158916,0.0059060,22729,0.0059070,214815,0.0059080,253262,0.0059090,144728,0.00001161,1774137600000
6,1,553,0.005478,0.0058990,7.6853,1774130215782,0.005475,5728,0.005474,6052,0.005473,8258,0.005472,6841,0.005471,22173,0.00547,5485,0.005469,5457,0.005462,5000,0.005461,13609,0.005453,18343,0.005478,16201,0.005479,130539,0.00548,113442,0.005481,127925,0.005482,7854,0.005483,3895,0.005484,201896,0.005485,7139,0.005486,3587,0.005502,600,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,157229,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,129796,0.0059060,22729,0.0059070,214815,0.0059080,282382,0.0059090,144728,0.00001161,1774137600000
6,1,553,0.005478,0.0058990,7.6853,1774130216084,0.005475,5728,0.005474,6052,0.005473,8258,0.005472,6841,0.005471,22173,0.00547,5485,0.005469,5457,0.005462,5000,0.005461,13609,0.005453,18343,0.005478,16201,0.005479,130539,0.00548,113442,0.005481,127925,0.005482,7854,0.005483,3895,0.005484,201896,0.005485,7139,0.005486,3587,0.005502,600,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,157229,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,129796,0.0059060,22729,0.0059070,214815,0.0059080,282382,0.0059090,144728,0.00001161,1774137600000
6,1,553,0.005478,0.0058990,7.6853,1774130216388,0.005475,5728,0.005474,6052,0.005473,8258,0.005472,6841,0.005471,22173,0.00547,5485,0.005469,5457,0.005462,5000,0.005461,13609,0.005453,18343,0.005478,16201,0.005479,130539,0.00548,113442,0.005481,127925,0.005482,7854,0.005483,3895,0.005484,201896,0.005485,7139,0.005486,3587,0.005502,600,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,157229,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,129796,0.0059060,22729,0.0059070,214815,0.0059080,282382,0.0059090,144728,0.00001161,1774137600000
6,1,553,0.005478,0.0058990,7.6853,1774130216689,0.005475,5728,0.005474,6052,0.005473,8258,0.005472,6841,0.005471,22173,0.00547,5485,0.005469,5457,0.005462,5000,0.005461,13609,0.005453,18343,0.005478,16201,0.005479,130539,0.00548,113442,0.005481,127925,0.005482,7854,0.005483,3895,0.005484,201896,0.005485,7139,0.005486,3587,0.005502,600,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,157229,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,129796,0.0059060,22729,0.0059070,214815,0.0059080,282382,0.0059090,144728,0.00001161,1774137600000
6,1,553,0.005478,0.0058990,7.6853,1774130216992,0.005475,5728,0.005474,6052,0.005473,8258,0.005472,6841,0.005471,22173,0.00547,5485,0.005469,5457,0.005462,5000,0.005461,13609,0.005453,18343,0.005478,16201,0.005479,130539,0.00548,113442,0.005481,127925,0.005482,7854,0.005483,3895,0.005484,201896,0.005485,7139,0.005486,3587,0.005502,600,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,157229,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,129796,0.0059060,22729,0.0059070,214815,0.0059080,282382,0.0059090,144728,0.00001161,1774137600000
6,1,553,0.005478,0.0058990,7.6853,1774130217297,0.005475,5728,0.005474,6052,0.005473,8258,0.005472,6841,0.005471,22173,0.00547,5485,0.005469,5457,0.005462,5000,0.005461,13609,0.005453,18343,0.005478,16201,0.005479,130539,0.00548,113442,0.005481,127925,0.005482,7854,0.005483,3895,0.005484,201896,0.005485,7139,0.005486,3587,0.005502,600,0.0058990,64382,0.0058980,1697,0.0058970,21358,0.0058960,27306,0.0058950,19397,0.0058940,41072,0.0058930,37908,0.0058920,26623,0.0058910,12666,0.0058900,157229,0.0059000,1337,0.0059010,18245,0.0059020,13646,0.0059030,17982,0.0059040,15604,0.0059050,129796,0.0059060,22729,0.0059070,214815,0.0059080,282382,0.0059090,144728,0.00001161,1774137600000
